회사명,등급,005000/종업원수,011100/  현금및현금등가물,012000/유동자산(계),013000/투자자산(계),013200/유형자산(계),013400/무형자산,014000/비유동자산,015000/총자산(지급보증제외),016000/유동부채(계),017000/비유동부채(계),018000/부채총계,018100/자본금,018102/[1주의 금액],018110/보통주자본금,018111/ [보통주발행주식수],018200/ 자본잉여금,018300/ 이익잉여금,018900/자기자본,019000/부채와자본총계,021000/영업수익,023000/매출총이익,024000/판매비와관리비,025000/영업이익,025100/영업외수익,026000/영업외비용,028000/법인세차감전순이익(손실),028100/법인세비용(법인세등),029000/당기순이익,029009/기본주당순이익,035000/(합계)처분가능이익잉여금,036300/배당금,036400/배당률,036310/현금배당금,061000/영업활동으로인한현금흐름,061100/ 당기순이익(손실),062000/투자활동으로인한현금흐름,062500/ 투자활동으로인한현금유출액,063000/재무활동으로인한현금흐름,064000/현금예금의증가,065000/기초현금과예금,066000/기말현금과예금,091010/총자산증가율,091050/자기자본증가율,091060/영업수익증가율,091065/영업이익증가율,091070/법인세비용차감전순이익증가율,091080/순이익증가율,091090/종업원수증가율,092010/총자본세전이익율,092060/자기자본법인세비용차감전순이익율,092070/자기자본순이익율,092080/자본금법인세비용차감전순이익율,092090/자본금순이익율,092100/매출액법인세비용차감전순이익율,092110/매출액순이익율,092120/매출액영업이익율,093010/자기자본비율,093060/부채비율,094010/총자본회전율,093190/유보액대납입자본비율,095020/종업원1인당영업수익
오성첨단소재,B,135,28518641000,48094793000,20260068000,42708928000,325150000,63397915000,1.11493E+11,25221295000,9927129000,35148424000,1.02133E+11,500,1.02133E+11,204144157,30255105000,-80666365000,76344284000,1.11493E+11,30278821000,5186810000,2620390000,2566420000,19002301000,18349665000,3219056000,0,989161000,5,-80666365000,0,0,0,-6427190000,989161000,-36181143000,50274669000,54627395000,12019062000,16499579000,28518641000,74.45,82.08,-31.83,0,0,0,-10.6,3.67,5.44,1.67,3.7,1.14,10.63,3.27,8.48,68.47,46.04,0.35,-25.25,224287560
와이지-원,B,1891,5009516000,2.71885E+11,97623131400,2.91491E+11,1623278400,3.91459E+11,6.63344E+11,2.30199E+11,1.32574E+11,3.62773E+11,16010127800,500,15170583800,30341167.6,80472235800,2.00361E+11,3.00571E+11,6.63344E+11,3.32869E+11,91100721800,46676984200,44423737600,18873412600,32410066200,30887083600,7049557000,23837527200,784.4,1.23031E+11,6215369600,40,6215369600,24537670600,23837527200,-61217342600,1.14909E+11,34924051200,-1755620800,6825336200,5009516000,13.396,9.608,8.39,2.652,11.754,25.122,12.85,4.976,10.768,8.306,195.466,150.82,9.294,7.164,13.402,45.41,120.496,0.536,1777.374,176627960
우신공업,B,258.4,3201730400,27632168200,9323030400,73593501800,7288564400,92672084800,1.20304E+11,71351164000,27412884800,98764048400,8800000000,5000,7276920000,1455384,0,12997940600,21540205200,1.20304E+11,1.43277E+11,15533227200,14233021600,1300205600,3055329000,7126656400,-2771121600,845334200,-3616456400,-2484.8,12097480600,0,0,0,8836467600,-3616456400,-7430592600,20967637000,1069146800,2475021800,726708400,3201730400,-3.598,-12.794,6.54,0,0,0,-0.99,-2.204,-9.432,-13.416,-31.492,-41.094,-2.08,-2.652,0.762,17.942,458.384,1.166,144.776,554514608
유니슨,B,195.6,5224181400,82549850800,49293864000,1.2658E+11,8004378800,1.88741E+11,2.7129E+11,1.62721E+11,20258705400,1.8298E+11,45182251800,500,43300763800,86601527.6,33889086200,8799317800,88310181800,2.7129E+11,1.73099E+11,23723962400,16554749200,7169213200,6452953200,12660866400,961300000,0,961300000,25.4,8799317800,0,0,0,1516730800,961300000,-9145842000,16883866400,6047978800,-1581132400,6808695400,5224181400,0.226,69.52,81.104,-90.81,0,0,0.192,0.386,5.35,5.35,4.492,4.492,0.212,0.212,3.924,32.982,223.36,0.636,93.6,887101238
캠시스,B,215.4,26823297600,1.27465E+11,47812108600,25278573000,14869525200,94289714600,2.21754E+11,1.3482E+11,19241977800,1.54062E+11,28899632600,500,28899632600,57799264.2,76070142600,-45245227400,67691978000,2.21754E+11,3.78762E+11,33219464600,39218812600,-5999348000,17556853400,23010491200,-11452985800,-3694747800,-7758238000,-146.8,-45580115400,0,0,0,23490774600,-7758238000,-16711460200,23990526800,9464395800,16243709800,10708111600,26823297600,1.838,8.038,8.996,0,0,0,13.764,-4.982,-12.266,-6.792,-42.978,-30.072,-3.102,-2.124,-1.632,30.294,234.922,1.708,139.33,1779741766
케이피엠테크,B,58.2,13682436000,35269071200,1.04126E+11,11282656800,337516000,1.16464E+11,1.51733E+11,18705565400,19096460800,37802025800,8321685400,100,8321685400,83216852,1.1214E+11,-8941049800,1.13931E+11,1.51733E+11,30832792400,3855931400,4907795000,-1051863600,31405619400,10397125600,19956630200,3331009400,16625621200,196.2,-17771664800,0,0,0,-759946000,16625621200,-12105016400,65564932200,16201802800,3336841000,10344780400,13682436000,39.176,66.714,15.15,0,0,0,-13.564,13.192,17.658,14.426,240.702,199.03,63.408,52.75,-3.742,74.25,36.022,0.238,1254.656,532903526
파루,B,151.6,1600726000,15759197800,12934748800,23038684000,1270971600,38389795000,54148993400,9560756000,939109600,10499864600,14833336000,500,14833336000,29666671.4,54599132800,-25304783200,43649128400,54148993400,30527061600,-4787178200,16494412800,-21281590600,846029000,4468864400,-24904426000,0,-24904426000,-854.2,-25304783200,0,0,0,-10631866600,-24904426000,3507942000,8498573000,-4705422800,-11829346800,13634240800,1684842800,-31.76,-35.446,-6.852,0,0,0,-11.706,-39.422,-47.874,-47.874,-169.94,-169.94,-82.126,-82.126,-69.592,78.81,28.738,0.486,198.734,208256358
파인텍,B,136.6,3873103000,48844795600,20953405800,20097511400,19725735200,69941617200,1.18786E+11,66075883800,7526980400,73602864200,5501442000,500,5501442000,11002883.6,54489169400,-23138364600,45183548600,1.18786E+11,66541650200,9438896400,9244298000,194598400,6195153400,9122654000,-2732901800,-404069400,-20679016200,-2051.6,-23138364600,0,0,0,4617685200,-20679016200,-128134600,7903342600,-4667785800,-178235600,4053716600,3873103000,-8.26,-14.69,443.628,0,0,0,46.356,-2.242,-5.88,-41.792,-48.724,-419.272,-5.316,-32.52,-0.946,37.748,165.476,0.528,767.9,483981994
한양,B,787.6,1.87892E+11,5.82105E+11,2.37134E+11,6287664600,860553000,2.91259E+11,8.73364E+11,3.20888E+11,1.22561E+11,4.43449E+11,30008665000,5000,22571165000,4514233,1.14511E+11,2.83299E+11,4.29915E+11,8.73364E+11,1.02647E+12,1.40778E+11,43065989400,97712107000,40660947000,41166740400,97206313600,30600073800,66606239200,14728.2,2.83299E+11,0,0,0,-312154200,66606239200,-36347393000,2.15139E+11,-6578326000,-43237873200,2.3113E+11,1.87892E+11,2.098,16.524,-4.076,1.824,25.248,9.25,-9.222,11.224,24.592,16.84,323.926,221.958,9.498,6.516,9.36,49.382,104.266,1.184,1332.636,1300311394
한진칼,B,28.8,9244797800,2.64229E+11,1.68828E+12,18121496000,1055710200,1.7158E+12,1.98003E+12,3.73762E+11,92054608600,4.65816E+11,1.49268E+11,2500,1.47926E+11,59170458,1.13065E+12,1.61728E+11,1.51421E+12,1.98003E+12,60595911800,60595911800,14736442800,45859469000,1.1554E+11,14403564400,1.46996E+11,28720987000,1.18275E+11,1980.8,1.60494E+11,13744426200,9.2,13744426200,12544957000,1.18275E+11,-74622517400,3.93679E+11,54501907400,-7575653000,16820450800,9244797800,10.216,8.792,2.192,5.258,-88.38,-84.15,-5.294,8.162,10.538,8.446,98.476,79.238,248.302,199.352,75.688,76.498,30.744,0.03,914.46,2108170394
한화갤러리아타임월드,B,377.6,37878922000,1.13699E+11,1.32289E+11,2.11308E+11,1747620000,3.53106E+11,4.66805E+11,1.85249E+11,53231722800,2.3848E+11,30000655000,5000,30000655000,6000131,16046817000,1.97082E+11,2.28324E+11,4.66805E+11,3.3189E+11,1.89221E+11,1.91672E+11,-2450425400,16506339400,10326721000,3729193000,2271168600,1458024400,247.4,15880749600,1769469000,6,1769469000,1098080400,1458024400,22621426800,9051673800,-4911707800,18807799400,19103424400,37878922000,-4.156,-6.044,6.812,0,0,0,-16.866,0.832,1.742,0.728,12.432,4.862,1.112,0.43,-0.742,48.898,104.498,0.698,667.158,884160272
해성옵틱스,B,186.4,1438258600,1.05362E+11,24722552600,20560346200,1255211000,46686524000,1.52048E+11,74415946000,15588825400,90004771800,8337500000,500,8337500000,16675000,30354397000,20227408400,62043396200,1.52048E+11,1.61174E+11,11119888800,11699704200,-579815400,10817576600,20644278400,-10406516600,-101314800,-10305202400,-623.6,20064746400,0,0,0,14643646400,-10305202400,-17918985200,39553125200,2060990000,-1214348800,2656730000,1438258600,-17.538,-15.58,-50.1,0,0,0,6.118,-6.468,-15.946,-15.72,-124.816,-123.602,-9.972,-9.638,-0.57,40.844,144.836,0.92,652.782,883224576
현진소재,B,158.4,2336472200,68186263000,52584088200,78851002400,373203000,1.32584E+11,2.0077E+11,1.49711E+11,15646748200,1.65358E+11,9028116600,500,9028116600,18056233.2,1.35972E+11,-1.09161E+11,35412144000,2.0077E+11,1.27848E+11,-4372693400,9375709800,-13748403200,6272842400,13323573800,-20799134600,-2692238000,-19183791800,-1712,-1.12273E+11,0,0,0,-19456578000,-19183791800,6973171600,7685342600,10078050400,-2405356200,4817785000,2336472200,6.536,774.522,-15.322,0,0,0,-9.968,-10.624,-134.068,-128.716,-231.636,-212.286,-16.508,-15.176,-11.064,16.676,1966.652,0.654,222.028,806573802
